Time (s),,Inlet Molar Flow Rate (mol/s),Inlet Mole Fraction,Inlet Temperature (K),Column Pressure (kPa),Distillate Valve Lift,Column Temperature (K),Column Heat Duty (kW),Column Liquid Level (%),Bottoms Flow Rate (L/s)
-300,297,15,0.5,400,83.17552556,0.5,464.4982396,550,16.59419615,0.66
-299,298,15,0.5,400,83.17229985,0.5,464.5038157,550,16.59012375,0.66
-298,299,15,0.5,400,83.16905996,0.5,464.5093704,550,16.58605298,0.66
-297,300,15,0.5,400,83.16580615,0.5,464.514904,550,16.58198385,0.66
-296,301,15,0.5,400,83.16253868,0.5,464.5204169,550,16.57791635,0.66
-295,302,15,0.5,400,83.15925781,0.5,464.5259092,550,16.5738505,0.66
-294,303,15,0.5,400,83.15596377,0.5,464.5313813,550,16.56978631,0.66
-293,304,15,0.5,400,83.15265682,0.5,464.5368334,550,16.56572377,0.66
-292,305,15,0.5,400,83.14933719,0.5,464.5422657,550,16.5616629,0.66
-291,306,15,0.5,400,83.14600513,0.5,464.5476786,550,16.5576037,0.66
-290,307,15,0.5,400,83.14266086,0.5,464.5530722,550,16.55354617,0.66
-289,308,15,0.5,400,83.13930461,0.5,464.5584468,550,16.54949032,0.66
-288,309,15,0.5,400,83.13593661,0.5,464.5638026,550,16.54543615,0.66
-287,310,15,0.5,400,83.13255707,0.5,464.5691399,550,16.54138368,0.66
-286,311,15,0.5,400,83.12916621,0.5,464.574459,550,16.53733289,0.66
-285,312,15,0.5,400,83.12576424,0.5,464.5797599,550,16.53328381,0.66
-284,313,15,0.5,400,83.12235138,0.5,464.585043,550,16.52923643,0.66
-283,314,15,0.5,400,83.11892782,0.5,464.5903085,550,16.52519076,0.66
-282,315,15,0.5,400,83.11549376,0.5,464.5955567,550,16.52114681,0.66
-281,316,15,0.5,400,83.11204941,0.5,464.6007876,550,16.51710457,0.66
-280,317,15,0.5,400,83.10859496,0.5,464.6060016,550,16.51306405,0.66
-279,318,15,0.5,400,83.1051306,0.5,464.6111988,550,16.50902526,0.66
-278,319,15,0.5,400,83.10165651,0.5,464.6163795,550,16.50498819,0.66
-277,320,15,0.5,400,83.09817288,0.5,464.6215439,550,16.50095287,0.66
-276,321,15,0.5,400,83.09467988,0.5,464.6266921,550,16.49691928,0.66
-275,322,15,0.5,400,83.09117771,0.5,464.6318244,550,16.49288743,0.66
-274,323,15,0.5,400,83.08766652,0.5,464.636941,550,16.48885733,0.66
-273,324,15,0.5,400,83.0841465,0.5,464.642042,550,16.48482897,0.66
-272,325,15,0.5,400,83.0806178,0.5,464.6471277,550,16.48080237,0.66
-271,326,15,0.5,400,83.0770806,0.5,464.6521982,550,16.47677753,0.66
-270,327,15,0.5,400,83.07353506,0.5,464.6572538,550,16.47275445,0.66
-269,328,15,0.5,400,83.06998134,0.5,464.6622945,550,16.46873313,0.66
-268,329,15,0.5,400,83.06641958,0.5,464.6673207,550,16.46471358,0.66
-267,330,15,0.5,400,83.06284996,0.5,464.6723324,550,16.4606958,0.66
-266,331,15,0.5,400,83.05927261,0.5,464.6773299,550,16.45667979,0.66
-265,332,15,0.5,400,83.05568769,0.5,464.6823133,550,16.45266556,0.66
-264,333,15,0.5,400,83.05209534,0.5,464.6872828,550,16.44865311,0.66
-263,334,15,0.5,400,83.0484957,0.5,464.6922385,550,16.44464245,0.66
-262,335,15,0.5,400,83.04488892,0.5,464.6971807,550,16.44063357,0.66
-261,336,15,0.5,400,83.04127514,0.5,464.7021095,550,16.43662648,0.66
-260,337,15,0.5,400,83.03765448,0.5,464.707025,550,16.43262118,0.66
-259,338,15,0.5,400,83.03402709,0.5,464.7119275,550,16.42861768,0.66
-258,339,15,0.5,400,83.03039309,0.5,464.716817,550,16.42461597,0.66
-257,340,15,0.5,400,83.02675262,0.5,464.7216938,550,16.42061607,0.66
-256,341,15,0.5,400,83.02310579,0.5,464.726558,550,16.41661796,0.66
-255,342,15,0.5,400,83.01945274,0.5,464.7314096,550,16.41262167,0.66
-254,343,15,0.5,400,83.01579359,0.5,464.736249,550,16.40862718,0.66
-253,344,15,0.5,400,83.01212845,0.5,464.7410762,550,16.4046345,0.66
-252,345,15,0.5,400,83.00845744,0.5,464.7458914,550,16.40064364,0.66
-251,346,15,0.5,400,83.00478069,0.5,464.7506947,550,16.39665459,0.66
-250,347,15,0.5,400,83.0010983,0.5,464.7554863,550,16.39266736,0.66
-249,348,15,0.5,400,82.99741038,0.5,464.7602663,550,16.38868195,0.66
-248,349,15,0.5,400,82.99371705,0.5,464.7650348,550,16.38469836,0.66
-247,350,15,0.5,400,82.99001841,0.5,464.769792,550,16.3807166,0.66
-246,351,15,0.5,400,82.98631458,0.5,464.774538,550,16.37673666,0.66
-245,352,15,0.5,400,82.98260564,0.5,464.779273,550,16.37275855,0.66
-244,353,15,0.5,400,82.97889172,0.5,464.783997,550,16.36878228,0.66
-243,354,15,0.5,400,82.97517289,0.5,464.7887102,550,16.36480783,0.66
-242,355,15,0.5,400,82.97144928,0.5,464.7934128,550,16.36083522,0.66
-241,356,15,0.5,400,82.96772097,0.5,464.7981048,550,16.35686445,0.66
-240,357,15,0.5,400,82.96398805,0.5,464.8027864,550,16.35289552,0.66
-239,358,15,0.5,400,82.96025063,0.5,464.8074577,550,16.34892843,0.66
-238,359,15,0.5,400,82.95650879,0.5,464.8121188,550,16.34496318,0.66
-237,360,15,0.5,400,82.95276262,0.5,464.8167699,550,16.34099977,0.66
-236,361,15,0.5,400,82.94901222,0.5,464.821411,550,16.33703822,0.66
-235,362,15,0.5,400,82.94525767,0.5,464.8260423,550,16.33307851,0.66
-234,363,15,0.5,400,82.94149906,0.5,464.8306639,550,16.32912064,0.66
-233,364,15,0.5,400,82.93773647,0.5,464.8352759,550,16.32516463,0.66
-232,365,15,0.5,400,82.93396998,0.5,464.8398784,550,16.32121048,0.66
-231,366,15,0.5,400,82.93019968,0.5,464.8444715,550,16.31725817,0.66
-230,367,15,0.5,400,82.92642565,0.5,464.8490553,550,16.31330772,0.66
-229,368,15,0.5,400,82.92264796,0.5,464.85363,550,16.30935913,0.66
-228,369,15,0.5,400,82.91886669,0.5,464.8581956,550,16.3054124,0.66
-227,370,15,0.5,400,82.91508192,0.5,464.8627522,550,16.30146753,0.66
-226,371,15,0.5,400,82.91129373,0.5,464.8673,550,16.29752452,0.66
-225,372,15,0.5,400,82.90750218,0.5,464.871839,550,16.29358337,0.66
-224,373,15,0.5,400,82.90370735,0.5,464.8763694,550,16.28964409,0.66
-223,374,15,0.5,400,82.89990931,0.5,464.8808913,550,16.28570667,0.66
-222,375,15,0.5,400,82.89610812,0.5,464.8854046,550,16.28177112,0.66
-221,376,15,0.5,400,82.89230387,0.5,464.8899096,550,16.27783743,0.66
-220,377,15,0.5,400,82.88849661,0.5,464.8944064,550,16.27390562,0.66
-219,378,15,0.5,400,82.88468642,0.5,464.8988949,550,16.26997568,0.66
-218,379,15,0.5,400,82.88087335,0.5,464.9033754,550,16.2660476,0.66
-217,380,15,0.5,400,82.87705747,0.5,464.9078479,550,16.2621214,0.66
-216,381,15,0.5,400,82.87323884,0.5,464.9123125,550,16.25819708,0.66
-215,382,15,0.5,400,82.86941753,0.5,464.9167692,550,16.25427463,0.66
-214,383,15,0.5,400,82.8655936,0.5,464.9212183,550,16.25035405,0.66
-213,384,15,0.5,400,82.8617671,0.5,464.9256597,550,16.24643535,0.66
-212,385,15,0.5,400,82.8579381,0.5,464.9300935,550,16.24251853,0.66
-211,386,15,0.5,400,82.85410665,0.5,464.9345199,550,16.23860359,0.66
-210,387,15,0.5,400,82.8502728,0.5,464.9389388,550,16.23469053,0.66
-209,388,15,0.5,400,82.84643662,0.5,464.9433505,550,16.23077934,0.66
-208,389,15,0.5,400,82.84259816,0.5,464.9477549,550,16.22687004,0.66
-207,390,15,0.5,400,82.83875748,0.5,464.9521522,550,16.22296262,0.66
-206,391,15,0.5,400,82.83491462,0.5,464.9565424,550,16.21905709,0.66
-205,392,15,0.5,400,82.83106963,0.5,464.9609256,550,16.21515344,0.66
-204,393,15,0.5,400,82.82722258,0.5,464.965302,550,16.21125167,0.66
-203,394,15,0.5,400,82.82337351,0.5,464.9696714,550,16.20735179,0.66
-202,395,15,0.5,400,82.81952246,0.5,464.9740341,550,16.2034538,0.66
-201,396,15,0.5,400,82.81566949,0.5,464.9783901,550,16.19955769,0.66
-200,397,15,0.5,400,82.81181465,0.5,464.9827395,550,16.19566347,0.66
-199,398,15,0.5,400,82.80795798,0.5,464.9870823,550,16.19177114,0.66
-198,399,15,0.5,400,82.80409953,0.5,464.9914187,550,16.1878807,0.66
-197,400,15,0.5,400,82.80023934,0.5,464.9957486,550,16.18399215,0.66
-196,401,15,0.5,400,82.79637746,0.5,465.0000723,550,16.18010549,0.66
-195,402,15,0.5,400,82.79251393,0.5,465.0043896,550,16.17622072,0.66
-194,403,15,0.5,400,82.7886488,0.5,465.0087007,550,16.17233784,0.66
-193,404,15,0.5,400,82.78478211,0.5,465.0130057,550,16.16845686,0.66
-192,405,15,0.5,400,82.78091389,0.5,465.0173046,550,16.16457777,0.66
-191,406,15,0.5,400,82.7770442,0.5,465.0215975,550,16.16070057,0.66
-190,407,15,0.5,400,82.77317306,0.5,465.0258845,550,16.15682526,0.66
-189,408,15,0.5,400,82.76930053,0.5,465.0301656,550,16.15295185,0.66
-188,409,15,0.5,400,82.76542664,0.5,465.0344408,550,16.14908034,0.66
-187,410,15,0.5,400,82.76155142,0.5,465.0387103,550,16.14521072,0.66
-186,411,15,0.5,400,82.75767492,0.5,465.0429741,550,16.141343,0.66
-185,412,15,0.5,400,82.75379717,0.5,465.0472323,550,16.13747717,0.66
-184,413,15,0.5,400,82.74991821,0.5,465.0514848,550,16.13361324,0.66
-183,414,15,0.5,400,82.74603807,0.5,465.0557319,550,16.12975121,0.66
-182,415,15,0.5,400,82.7421568,0.5,465.0599735,550,16.12589107,0.66
-181,416,15,0.5,400,82.73827442,0.5,465.0642097,550,16.12203284,0.66
-180,417,15,0.5,400,82.73439096,0.5,465.0684405,550,16.1181765,0.66
-179,418,15,0.5,400,82.73050647,0.5,465.072666,550,16.11432206,0.66
-178,419,15,0.5,400,82.72662098,0.5,465.0768863,550,16.11046952,0.66
-177,420,15,0.5,400,82.72273451,0.5,465.0811014,550,16.10661888,0.66
-176,421,15,0.5,400,82.7188471,0.5,465.0853113,550,16.10277014,0.66
-175,422,15,0.5,400,82.71495878,0.5,465.0895162,550,16.0989233,0.66
-174,423,15,0.5,400,82.71106958,0.5,465.093716,550,16.09507836,0.66
-173,424,15,0.5,400,82.70717954,0.5,465.0979109,550,16.09123532,0.66
-172,425,15,0.5,400,82.70328867,0.5,465.1021008,550,16.08739419,0.66
-171,426,15,0.5,400,82.69939702,0.5,465.1062858,550,16.08355495,0.66
-170,427,15,0.5,400,82.69550461,0.5,465.110466,550,16.07971762,0.66
-169,428,15,0.5,400,82.69161146,0.5,465.1146415,550,16.07588219,0.66
-168,429,15,0.5,400,82.68771761,0.5,465.1188121,550,16.07204866,0.66
-167,430,15,0.5,400,82.68382309,0.5,465.1229781,550,16.06821703,0.66
-166,431,15,0.5,400,82.67992791,0.5,465.1271395,550,16.0643873,0.66
-165,432,15,0.5,400,82.67603211,0.5,465.1312962,550,16.06055948,0.66
-164,433,15,0.5,400,82.67213572,0.5,465.1354484,550,16.05673356,0.66
-163,434,15,0.5,400,82.66823875,0.5,465.1395961,550,16.05290955,0.66
-162,435,15,0.5,400,82.66434124,0.5,465.1437393,550,16.04908743,0.66
-161,436,15,0.5,400,82.6604432,0.5,465.1478782,550,16.04526722,0.66
-160,437,15,0.5,400,82.65654467,0.5,465.1520126,550,16.04144892,0.66
-159,438,15,0.5,400,82.65264567,0.5,465.1561427,550,16.03763252,0.66
-158,439,15,0.5,400,82.64874622,0.5,465.1602685,550,16.03381802,0.66
-157,440,15,0.5,400,82.64484634,0.5,465.1643901,550,16.03000542,0.66
-156,441,15,0.5,400,82.64094606,0.5,465.1685074,550,16.02619473,0.66
-155,442,15,0.5,400,82.6370454,0.5,465.1726206,550,16.02238595,0.66
-154,443,15,0.5,400,82.63314438,0.5,465.1767296,550,16.01857906,0.66
-153,444,15,0.5,400,82.62924302,0.5,465.1808346,550,16.01477409,0.66
-152,445,15,0.5,400,82.62534135,0.5,465.1849355,550,16.01097101,0.66
-151,446,15,0.5,400,82.62143939,0.5,465.1890324,550,16.00716985,0.66
-150,447,15,0.5,400,82.61753715,0.5,465.1931254,550,16.00337058,0.66
-149,448,15,0.5,400,82.61363466,0.5,465.1972143,550,15.99957322,0.66
-148,449,15,0.5,400,82.60973194,0.5,465.2012994,550,15.99577777,0.66
-147,450,15,0.5,400,82.60582901,0.5,465.2053807,550,15.99198422,0.66
-146,451,15,0.5,400,82.60192588,0.5,465.2094581,550,15.98819257,0.66
-145,452,15,0.5,400,82.59802258,0.5,465.2135317,550,15.98440283,0.66
-144,453,15,0.5,400,82.59411912,0.5,465.2176015,550,15.98061499,0.66
-143,454,15,0.5,400,82.59021553,0.5,465.2216677,550,15.97682906,0.66
-142,455,15,0.5,400,82.58631182,0.5,465.2257301,550,15.97304503,0.66
-141,456,15,0.5,400,82.58240801,0.5,465.2297889,550,15.96926291,0.66
-140,457,15,0.5,400,82.57850412,0.5,465.2338441,550,15.96548269,0.66
-139,458,15,0.5,400,82.57460016,0.5,465.2378957,550,15.96170438,0.66
-138,459,15,0.5,400,82.57069615,0.5,465.2419437,550,15.95792797,0.66
-137,460,15,0.5,400,82.56679211,0.5,465.2459882,550,15.95415347,0.66
-136,461,15,0.5,400,82.56288806,0.5,465.2500292,550,15.95038087,0.66
-135,462,15,0.5,400,82.55898401,0.5,465.2540668,550,15.94661017,0.66
-134,463,15,0.5,400,82.55507998,0.5,465.2581009,550,15.94284138,0.66
-133,464,15,0.5,400,82.55117598,0.5,465.2621317,550,15.93907449,0.66
-132,465,15,0.5,400,82.54727203,0.5,465.266159,550,15.93530951,0.66
-131,466,15,0.5,400,82.54336815,0.5,465.2701831,550,15.93154643,0.66
-130,467,15,0.5,400,82.53946434,0.5,465.2742038,550,15.92778525,0.66
-129,468,15,0.5,400,82.53556063,0.5,465.2782212,550,15.92402598,0.66
-128,469,15,0.5,400,82.53165703,0.5,465.2822354,550,15.92026861,0.66
-127,470,15,0.5,400,82.52775355,0.5,465.2862464,550,15.91651315,0.66
-126,471,15,0.5,400,82.52385022,0.5,465.2902542,550,15.91275959,0.66
-125,472,15,0.5,400,82.51994703,0.5,465.2942588,550,15.90900793,0.66
-124,473,15,0.5,400,82.51604401,0.5,465.2982603,550,15.90525818,0.66
-123,474,15,0.5,400,82.51214116,0.5,465.3022586,550,15.90151033,0.66
-122,475,15,0.5,400,82.50823851,0.5,465.3062539,550,15.89776438,0.66
-121,476,15,0.5,400,82.50433607,0.5,465.3102461,550,15.89402034,0.66
-120,477,15,0.5,400,82.50043384,0.5,465.3142353,550,15.89027819,0.66
-119,478,15,0.5,400,82.49653185,0.5,465.3182215,550,15.88653795,0.66
-118,479,15,0.5,400,82.4926301,0.5,465.3222046,550,15.88279962,0.66
-117,480,15,0.5,400,82.4887286,0.5,465.3261849,550,15.87906318,0.66
-116,481,15,0.5,400,82.48482737,0.5,465.3301622,550,15.87532865,0.66
-115,482,15,0.5,400,82.48092643,0.5,465.3341365,550,15.87159602,0.66
-114,483,15,0.5,400,82.47702577,0.5,465.338108,550,15.86786529,0.66
-113,484,15,0.5,400,82.47312542,0.5,465.3420767,550,15.86413646,0.66
-112,485,15,0.5,400,82.46922538,0.5,465.3460425,550,15.86040953,0.66
-111,486,15,0.5,400,82.46532567,0.5,465.3500055,550,15.85668451,0.66
-110,487,15,0.5,400,82.4614263,0.5,465.3539657,550,15.85296139,0.66
-109,488,15,0.5,400,82.45752728,0.5,465.3579231,550,15.84924016,0.66
-108,489,15,0.5,400,82.45362861,0.5,465.3618778,550,15.84552084,0.66
-107,490,15,0.5,400,82.44973031,0.5,465.3658297,550,15.84180342,0.66
-106,491,15,0.5,400,82.4458324,0.5,465.369779,550,15.83808789,0.66
-105,492,15,0.5,400,82.44193487,0.5,465.3737255,550,15.83437427,0.66
-104,493,15,0.5,400,82.43803774,0.5,465.3776694,550,15.83066255,0.66
-103,494,15,0.5,400,82.43414103,0.5,465.3816107,550,15.82695273,0.66
-102,495,15,0.5,400,82.43024473,0.5,465.3855494,550,15.8232448,0.66
-101,496,15,0.5,400,82.42634886,0.5,465.3894854,550,15.81953878,0.66
-100,497,15,0.5,400,82.42245344,0.5,465.3934189,550,15.81583465,0.66
-99,498,15,0.5,400,82.41855846,0.5,465.3973498,550,15.81213242,0.66
-98,499,15,0.5,400,82.41466394,0.5,465.4012781,550,15.80843209,0.66
-97,500,15,0.5,400,82.41076988,0.5,465.405204,550,15.80473366,0.66
-96,501,15,0.5,400,82.40687631,0.5,465.4091273,550,15.80103713,0.66
-95,502,15,0.5,400,82.40298321,0.5,465.4130482,550,15.79734249,0.66
-94,503,15,0.5,400,82.39909061,0.5,465.4169666,550,15.79364975,0.66
-93,504,15,0.5,400,82.39519852,0.5,465.4208826,550,15.78995891,0.66
-92,505,15,0.5,400,82.39130693,0.5,465.4247961,550,15.78626997,0.66
-91,506,15,0.5,400,82.38741586,0.5,465.4287072,550,15.78258292,0.66
-90,507,15,0.5,400,82.38352532,0.5,465.4326159,550,15.77889777,0.66
-89,508,15,0.5,400,82.37963532,0.5,465.4365223,550,15.77521451,0.66
-88,509,15,0.5,400,82.37574585,0.5,465.4404263,550,15.77153315,0.66
-87,510,15,0.5,400,82.37185694,0.5,465.4443279,550,15.76785368,0.66
-86,511,15,0.5,400,82.36796859,0.5,465.4482273,550,15.76417611,0.66
-85,512,15,0.5,400,82.3640808,0.5,465.4521243,550,15.76050044,0.66
-84,513,15,0.5,400,82.36019359,0.5,465.456019,550,15.75682666,0.66
-83,514,15,0.5,400,82.35630696,0.5,465.4599115,550,15.75315477,0.66
-82,515,15,0.5,400,82.35242092,0.5,465.4638017,550,15.74948478,0.66
-81,516,15,0.5,400,82.34853547,0.5,465.4676897,550,15.74581668,0.66
-80,517,15,0.5,400,82.34465062,0.5,465.4715754,550,15.74215047,0.66
-79,518,15,0.5,400,82.34076639,0.5,465.475459,550,15.73848616,0.66
-78,519,15,0.5,400,82.33688277,0.5,465.4793403,550,15.73482374,0.66
-77,520,15,0.5,400,82.33299978,0.5,465.4832194,550,15.73116321,0.66
-76,521,15,0.5,400,82.32911742,0.5,465.4870964,550,15.72750458,0.66
-75,522,15,0.5,400,82.32523569,0.5,465.4909713,550,15.72384783,0.66
-74,523,15,0.5,400,82.32135461,0.5,465.494844,550,15.72019298,0.66
-73,524,15,0.5,400,82.31747418,0.5,465.4987145,550,15.71654002,0.66
-72,525,15,0.5,400,82.3135944,0.5,465.502583,550,15.71288895,0.66
-71,526,15,0.5,400,82.30971528,0.5,465.5064494,550,15.70923977,0.66
-70,527,15,0.5,400,82.30583684,0.5,465.5103137,550,15.70559248,0.66
-69,528,15,0.5,400,82.30195907,0.5,465.5141759,550,15.70194708,0.66
-68,529,15,0.5,400,82.29808198,0.5,465.5180361,550,15.69830357,0.66
-67,530,15,0.5,400,82.29420558,0.5,465.5218942,550,15.69466195,0.66
-66,531,15,0.5,400,82.29032986,0.5,465.5257503,550,15.69102222,0.66
-65,532,15,0.5,400,82.28645485,0.5,465.5296044,550,15.68738438,0.66
-64,533,15,0.5,400,82.28258054,0.5,465.5334565,550,15.68374842,0.66
-63,534,15,0.5,400,82.27870694,0.5,465.5373066,550,15.68011435,0.66
-62,535,15,0.5,400,82.27483406,0.5,465.5411548,550,15.67648217,0.66
-61,536,15,0.5,400,82.27096189,0.5,465.5450009,550,15.67285188,0.66
-60,537,15,0.5,400,82.26709046,0.5,465.5488452,550,15.66922347,0.66
-59,538,15,0.5,400,82.26321975,0.5,465.5526874,550,15.66559696,0.66
-58,539,15,0.5,400,82.25934978,0.5,465.5565278,550,15.66197232,0.66
-57,540,15,0.5,400,82.25548055,0.5,465.5603662,550,15.65834957,0.66
-56,541,15,0.5,400,82.25161207,0.5,465.5642027,550,15.65472871,0.66
-55,542,15,0.5,400,82.24774433,0.5,465.5680374,550,15.65110973,0.66
-54,543,15,0.5,400,82.24387736,0.5,465.5718701,550,15.64749264,0.66
-53,544,15,0.5,400,82.24001114,0.5,465.575701,550,15.64387743,0.66
-52,545,15,0.5,400,82.2361457,0.5,465.57953,550,15.64026411,0.66
-51,546,15,0.5,400,82.23228102,0.5,465.5833572,550,15.63665267,0.66
-50,547,15,0.5,400,82.22841712,0.5,465.5871825,550,15.63304311,0.66
-49,548,15,0.5,400,82.224554,0.5,465.591006,550,15.62943543,0.66
-48,549,15,0.5,400,82.22069166,0.5,465.5948277,550,15.62582964,0.66
-47,550,15,0.5,400,82.21683011,0.5,465.5986475,550,15.62222573,0.66
-46,551,15,0.5,400,82.21296936,0.5,465.6024656,550,15.6186237,0.66
-45,552,15,0.5,400,82.2091094,0.5,465.6062819,550,15.61502356,0.66
-44,553,15,0.5,400,82.20525025,0.5,465.6100964,550,15.61142529,0.66
-43,554,15,0.5,400,82.2013919,0.5,465.6139092,550,15.6078289,0.66
-42,555,15,0.5,400,82.19753437,0.5,465.6177201,550,15.6042344,0.66
-41,556,15,0.5,400,82.19367765,0.5,465.6215294,550,15.60064177,0.66
-40,557,15,0.5,400,82.18982175,0.5,465.6253369,550,15.59705102,0.66
-39,558,15,0.5,400,82.18596667,0.5,465.6291426,550,15.59346216,0.66
-38,559,15,0.5,400,82.18211242,0.5,465.6329467,550,15.58987517,0.66
-37,560,15,0.5,400,82.178259,0.5,465.636749,550,15.58629006,0.66
-36,561,15,0.5,400,82.17440641,0.5,465.6405496,550,15.58270682,0.66
-35,562,15,0.5,400,82.17055467,0.5,465.6443486,550,15.57912547,0.66
-34,563,15,0.5,400,82.16670376,0.5,465.6481458,550,15.57554599,0.66
-33,564,15,0.5,400,82.16285371,0.5,465.6519414,550,15.57196839,0.66
-32,565,15,0.5,400,82.1590045,0.5,465.6557353,550,15.56839266,0.66
-31,566,15,0.5,400,82.15515615,0.5,465.6595276,550,15.56481881,0.66
-30,567,15,0.5,400,82.15130865,0.5,465.6633181,550,15.56124684,0.66
-29,568,15,0.5,400,82.14746202,0.5,465.6671071,550,15.55767674,0.66
-28,569,15,0.5,400,82.14361625,0.5,465.6708944,550,15.55410852,0.66
-27,570,15,0.5,400,82.13977134,0.5,465.6746801,550,15.55054217,0.66
-26,571,15,0.5,400,82.13592731,0.5,465.6784642,550,15.54697769,0.66
-25,572,15,0.5,400,82.13208416,0.5,465.6822466,550,15.54341509,0.66
-24,573,15,0.5,400,82.12824188,0.5,465.6860275,550,15.53985436,0.66
-23,574,15,0.5,400,82.12440048,0.5,465.6898067,550,15.5362955,0.66
-22,575,15,0.5,400,82.12055997,0.5,465.6935844,550,15.53273852,0.66
-21,576,15,0.5,400,82.11672035,0.5,465.6973604,550,15.5291834,0.66
-20,577,15,0.5,400,82.11288161,0.5,465.7011349,550,15.52563016,0.66
-19,578,15,0.5,400,82.10904378,0.5,465.7049079,550,15.52207879,0.66
-18,579,15,0.5,400,82.10520684,0.5,465.7086793,550,15.51852929,0.66
-17,580,15,0.5,400,82.1013708,0.5,465.7124491,550,15.51498166,0.66
-16,581,15,0.5,400,82.09753566,0.5,465.7162174,550,15.5114359,0.66
-15,582,15,0.5,400,82.09370143,0.5,465.7199841,550,15.50789201,0.66
-14,583,15,0.5,400,82.08986811,0.5,465.7237493,550,15.50434999,0.66
-13,584,15,0.5,400,82.0860357,0.5,465.727513,550,15.50080983,0.66
-12,585,15,0.5,400,82.0822042,0.5,465.7312751,550,15.49727155,0.66
-11,586,15,0.5,400,82.07837363,0.5,465.7350358,550,15.49373513,0.66
-10,587,15,0.5,400,82.07454398,0.5,465.7387949,550,15.49020058,0.66
-9,588,15,0.5,400,82.07071525,0.5,465.7425525,550,15.48666789,0.66
-8,589,15,0.5,400,82.06688744,0.5,465.7463087,550,15.48313708,0.66
-7,590,15,0.5,400,82.06306057,0.5,465.7500633,550,15.47960812,0.66
-6,591,15,0.5,400,82.05923462,0.5,465.7538165,550,15.47608104,0.66
-5,592,15,0.5,400,82.05540962,0.5,465.7575681,550,15.47255582,0.66
-4,593,15,0.5,400,82.05158555,0.5,465.7613184,550,15.46903246,0.66
-3,594,15,0.5,400,82.04776242,0.5,465.7650671,550,15.46551097,0.66
-2,595,15,0.5,400,82.04394023,0.5,465.7688144,550,15.46199134,0.66
-1,596,15,0.5,400,82.04011898,0.5,465.7725602,550,15.45847357,0.66
0,597,15,0.5,400,82.03629869,0.5,465.7763046,550,15.45495767,0.66
